game_id,winner,victory_status,number_of_turns,white_player_id,black_player_id,opening_eco,moveset
Ciu1IgzF,black,resign,106,paul91,anastasia_333,D20,"['d4', 'd5', 'c4', 'dxc4', 'e3', 'Nf6', 'Bxc4', 'a6', 'Nc3', 'b5', 'Bd3', 'g6', 'Nf3', 'Bg7', 'O-O', 'O-O', 'Re1', 'Nbd7', 'e4', 'c5', 'd5', 'c4', 'Bc2', 'Nc5', 'Be3', 'Na4', 'Nxa4', 'bxa4', 'Bd4', 'e6', 'dxe6', 'Bxe6', 'Bxa4', 'Bg4', 'Bxf6', 'Qxf6', 'Re3', 'Qxb2', 'Bc6', 'Rad8', 'Bd5', 'c3', 'Rc1', 'Bxf3', 'gxf3', 'Kh8', 'Qc2', 'Qxc2', 'Rxc2', 'f5', 'Rd3', 'fxe4', 'fxe4', 'a5', 'Rd1', 'a4', 'Re1', 'a3', 'Bb3', 'Rd2', 'e5', 'Rxc2', 'Bxc2', 'Re8', 'e6', 'Bf6', 'Bb3', 'h5', 'Kg2', 'Kg7', 'Kf3', 'g5', 'h3', 'Kg6', 'Bc2+', 'Kh6', 'Re4', 'h4', 'Bb3', 'Rc8', 'Re2', 'Rf8', 'Ke4', 'Kh5', 'Kd5', 'g4', 'hxg4+', 'Kxg4', 'Kd6', 'Re8', 'e7', 'Bxe7+', 'Rxe7', 'Rxe7', 'Kxe7', 'h3', 'Be6+', 'Kf3', 'Bd5+', 'Kxf2', 'Kd6', 'h2', 'Be4', 'Ke3', 'Bh1', 'c2']"
pTSGjzsp,white,mate,69,paul91,nik_ulaa,D91,"['d4', 'Nf6', 'c4', 'g6', 'Nf3', 'Bg7', 'Nc3', 'd5', 'Bg5', 'c6', 'e3', 'O-O', 'Bd3', 'dxc4', 'Bxc4', 'Nbd7', 'O-O', 'h6', 'Bh4', 'Kh7', 'Bd3', 'Nb6', 'b3', 'Nbd5', 'Ne4', 'Bg4', 'h3', 'Bxf3', 'Qxf3', 'Nxe4', 'Bxe4', 'Nc3', 'Bd3', 'f5', 'Rfc1', 'Nd5', 'Bc4', 'Nc7', 'Rd1', 'Qe8', 'Rac1', 'e5', 'dxe5', 'Bxe5', 'Bg3', 'Rd8', 'Rxd8', 'Qxd8', 'Bxe5', 'b5', 'Rd1', 'Qe7', 'Bxc7', 'Qxc7', 'Be6', 'Rd8', 'Rxd8', 'Qxd8', 'Qxc6', 'Qd1+', 'Kh2', 'Qe2', 'Qd7+', 'Kh8', 'Qe8+', 'Kg7', 'Qf7+', 'Kh8', 'Qg8#']"
YBakGSvi,white,resign,41,princeblanc,paul91,B53,"['e4', 'c5', 'Nf3', 'd6', 'd4', 'cxd4', 'Qxd4', 'Nf6', 'Bg5', 'e5', 'Bb5+', 'Nc6', 'Qd3', 'a6', 'Bxc6+', 'bxc6', 'O-O', 'Be7', 'Nc3', 'O-O', 'Rad1', 'd5', 'Bxf6', 'Bxf6', 'exd5', 'cxd5', 'Nxd5', 'Bb7', 'Nxf6+', 'Qxf6', 'Nd2', 'Qg5', 'Qg3', 'Qxg3', 'hxg3', 'Rfd8', 'Nb3', 'Rxd1', 'Rxd1', 'a5', 'Nc5']"
BS5Zr8jU,white,mate,69,paul91,rd1234,D37,"['d4', 'd5', 'c4', 'Nf6', 'Nf3', 'e6', 'Nc3', 'Bd7', 'Bg5', 'Be7', 'e3', 'dxc4', 'Bxc4', 'Bc6', 'O-O', 'h6', 'Bh4', 'Nbd7', 'Re1', 'Nb6', 'Bd3', 'Nfd5', 'Bxe7', 'Qxe7', 'Ne5', 'Nxc3', 'bxc3', 'Qd6', 'e4', 'Nd7', 'Nxc6', 'Qxc6', 'Rb1', 'Nb6', 'Bb5', 'O-O', 'Bxc6', 'bxc6', 'a4', 'a5', 'Qc2', 'Rfd8', 'Red1', 'Nc4', 'Qb3', 'Nd6', 'e5', 'Ne4', 'f3', 'Ng5', 'Qb7', 'f6', 'exf6', 'gxf6', 'Qxc6', 'Kf7', 'Qxc7+', 'Kg6', 'h4', 'Nf7', 'h5+', 'Kg7', 'Rb7', 'Rf8', 'Qg3+', 'Kh8', 'Qg6', 'Ng5', 'Qg7#']"
5zrYO1vV,black,mate,44,vic_mark,sexosterone,C55,"['e4', 'e5', 'Nf3', 'Nc6', 'Bc4', 'Nf6', 'd3', 'h6', 'c3', 'd5', 'exd5', 'Nxd5', 'O-O', 'Nf6', 'Re1', 'Bd6', 'Bf4', 'Nd7', 'd4', 'f6', 'dxe5', 'fxe5', 'Qd5', 'Qe7', 'Bg3', 'g5', 'Nd4', 'Kd8', 'Nxc6+', 'bxc6', 'Qxc6', 'Rb8', 'b3', 'h5', 'h4', 'gxh4', 'Bh2', 'Qg7', 'Ba6', 'Bxa6', 'Qxa6', 'h3', 'Qd3', 'Qxg2#']"
Kx78hrmY,draw,draw,99,sexosterone,vic_mark,B11,"['e4', 'c6', 'Nc3', 'd5', 'exd5', 'cxd5', 'd4', 'Nf6', 'Bg5', 'Nc6', 'Bb5', 'a6', 'Bxc6+', 'bxc6', 'Nf3', 'e6', 'O-O', 'Be7', 'Ne5', 'Qb6', 'Na4', 'Qb5', 'b3', 'h6', 'c4', 'dxc4', 'Bxf6', 'Bxf6', 'bxc4', 'Qb8', 'Qh5', 'Bxe5', 'Qxe5', 'O-O', 'Qxb8', 'Rxb8', 'Rab1', 'Rxb1', 'Rxb1', 'Rd8', 'Nb6', 'Bd7', 'd5', 'exd5', 'cxd5', 'Bf5', 'Rd1', 'cxd5', 'Rxd5', 'Rxd5', 'Nxd5', 'Be6', 'Nc7', 'Bc4', 'a3', 'Kf8', 'Na8', 'Bb5', 'Nb6', 'Ke7', 'f4', 'g6', 'g3', 'Kd6', 'a4', 'Bc6', 'a5', 'Kc5', 'Nc8', 'Kb4', 'Nd6', 'f6', 'Nf7', 'Kxa5', 'Nxh6', 'Kb4', 'Ng8', 'f5', 'Nf6', 'a5', 'Ng8', 'a4', 'Ne7', 'Kc5', 'Nxg6', 'a3', 'Ne5', 'a2', 'Nd3+', 'Kd4', 'Nb4', 'Bd5', 'Nxa2', 'Bxa2', 'h4', 'Bf7', 'Kg2', 'Bh5', 'Kf2']"
QNnp7Dds,black,outoftime,164,vic_mark,bobasper,C55,"['e4', 'e5', 'Nf3', 'Nc6', 'Bc4', 'Nf6', 'd3', 'Na5', 'Nxe5', 'Nxc4', 'Nxc4', 'd6', 'Be3', 'b5', 'Ncd2', 'c5', 'O-O', 'h6', 'c3', 'Ng4', 'Bf4', 'Qh4', 'Na3', 'Bd7', 'c4', 'b4', 'Nb5', 'Be7', 'Nc7+', 'Kf8', 'Nxa8', 'g5', 'Bg3', 'Qh5', 'Nc7', 'Qg6', 'Nd5', 'h5', 'f3', 'Nf6', 'f4', 'h4', 'f5', 'Qh6', 'Bf2', 'Ng4', 'Qxg4', 'Qg7', 'Rab1', 'f6', 'd4', 'Be8', 'Qh3', 'Bh5', 'dxc5', 'g4', 'Qxh4', 'g3', 'Bxg3', 'Bg4', 'Qxh8+', 'Qxh8', 'Bxd6', 'Bxd6', 'cxd6', 'Qg8', 'd7', 'Kg7', 'Nxb4', 'Kh7', 'Rbd1', 'Bxd1', 'Rxd1', 'Qd8', 'Nf3', 'Kg7', 'Nc6', 'Qb6+', 'Kf1', 'Qxc6', 'd8=Q', 'Qxc4+', 'Qd3', 'Qc5', 'Qd7+', 'Kh6', 'Qd2+', 'Kg7', 'Qd7+', 'Kh6', 'g4', 'Qe3', 'g5+', 'Kh5', 'Qh7+', 'Kg4', 'Qh4+', 'Kxf3', 'Qg3+', 'Kxe4', 'Re1', 'Kxf5', 'Qxe3', 'Kg6', 'Qe8+', 'Kxg5', 'Ke2', 'f5', 'Qf8', 'Kf4', 'Rf1+', 'Ke5', 'Qxf5+', 'Kd4', 'Rf3', 'Kc4', 'Qe4+', 'Kc5', 'Rf5+', 'Kd6', 'Qe6+', 'Kxe6', 'Ra5', 'Kd6', 'h4', 'Kc6', 'h5', 'Kb6', 'h6', 'Kxa5', 'h7', 'a6', 'h8=Q', 'Kb5', 'Qe5+', 'Kb6', 'Qd5', 'Kc7', 'Qf7+', 'Kb6', 'Ke3', 'Ka5', 'Ke4', 'Kb6', 'Kd4', 'Kc6', 'Kc4', 'Kd6', 'Qd5+', 'Ke7', 'Kc5', 'Kf6', 'Kc6', 'Kg6', 'Kd6', 'Kg7', 'Qe5+', 'Kg6', 'Ke6', 'Kh6', 'Qf5', 'Kg7', 'Ke7', 'a5']"
VJkAp7YG,white,resign,42,vic_mark,brain_storm8229,B32,"['e4', 'c5', 'Nf3', 'Nc6', 'd4', 'cxd4', 'Nxd4', 'Nxd4', 'Qxd4', 'e6', 'Nc3', 'd5', 'Bd3', 'b6', 'O-O', 'Ne7', 'Be3', 'Bb7', 'f4', 'dxe4', 'Bb5+', 'Nc6', 'Qxe4', 'Bd6', 'Bxc6+', 'Bxc6', 'Qxc6+', 'Ke7', 'Rad1', 'Rc8', 'Qb5', 'a6', 'Qxa6', 'Re8', 'Bxb6', 'Qd7', 'Nb5', 'Rc6', 'Nxd6', 'Rxd6', 'Bc5', 'Kf8']"
UhMiqvGp,draw,draw,107,vic_mark,migueliniesta33,C41,"['e4', 'e5', 'Nf3', 'd6', 'd4', 'Nc6', 'dxe5', 'Nxe5', 'Nxe5', 'dxe5', 'Qxd8+', 'Kxd8', 'Be3', 'Bd6', 'Nc3', 'Be6', 'Bd3', 'Kd7', 'O-O', 'Rd8', 'f4', 'exf4', 'Bxf4', 'Bxf4', 'Rxf4', 'Kc8', 'Re1', 'Ne7', 'a4', 'a6', 'a5', 'Nc6', 'Ra1', 'Nb4', 'Rd1', 'h6', 'Rff1', 'Nxd3', 'cxd3', 'Rd7', 'Ne2', 'Rhd8', 'Nf4', 'g5', 'Nxe6', 'fxe6', 'Rf3', 'e5', 'Kf2', 'Rd4', 'Ke3', 'Ra4', 'Rf6', 'Rd6', 'Rdf1', 'Kd7', 'Rxd6+', 'Kxd6', 'Rf6+', 'Kc5', 'Rxh6', 'Rxa5', 'Rh7', 'c6', 'Rxb7', 'Rb5', 'Rxb5+', 'cxb5', 'Kd2', 'Kd4', 'Ke2', 'a5', 'g3', 'a4', 'h4', 'gxh4', 'gxh4', 'b4', 'h5', 'a3', 'bxa3', 'bxa3', 'h6', 'a2', 'h7', 'a1=Q', 'h8=Q', 'Qb2+', 'Kf3', 'Qb5', 'Qd8+', 'Kc3', 'Qc7+', 'Kd2', 'Qc4', 'Qb2', 'Qc5', 'Qc3', 'Qf2+', 'Kc1', 'Qf1+', 'Kd2', 'Qf2+', 'Kc1', 'Qf1+', 'Kd2', 'Qf2+']"
w3mg4uBK,black,resign,58,ara9000,vic_mark,B10,"['e4', 'c6', 'Nf3', 'd5', 'exd5', 'cxd5', 'd4', 'Nc6', 'Bd3', 'Nf6', 'Be3', 'e6', 'Nbd2', 'Be7', 'O-O', 'O-O', 'c3', 'Qc7', 'Qc2', 'Bd7', 'Bg5', 'h6', 'Bxf6', 'Bxf6', 'h4', 'e5', 'g4', 'e4', 'Nxe4', 'dxe4', 'Bxe4', 'Qf4', 'g5', 'hxg5', 'hxg5', 'Bxg5', 'Nxg5', 'Qg4+', 'Bg2', 'Qxg5', 'f3', 'Ne7', 'Kf2', 'Qh4+', 'Ke2', 'Rfe8', 'Kd2', 'Bf5', 'Qb3', 'Qg5+', 'Kd1', 'Qxg2', 'Re1', 'b6', 'Rc1', 'Ng6', 'Rxe8+', 'Rxe8']"
nA1HiO32,white,resign,23,vic_mark,solidchess_hehe,C53,"['e4', 'e5', 'Nf3', 'Nc6', 'Bc4', 'Nf6', 'd3', 'Bc5', 'c3', 'a6', 'a4', 'h6', 'd4', 'exd4', 'cxd4', 'Ba7', 'Nc3', 'O-O', 'O-O', 'd6', 'h3', 'Be6', 'd5']"
HeUnDBgy,black,outoftime,20,vic_mark,peterrock,B06,"['e4', 'd6', 'd4', 'g6', 'Nf3', 'Bg7', 'Nc3', 'b6', 'Bd3', 'Bb7', 'Be3', 'Nd7', 'O-O', 'e6', 'Rb1', 'Ne7', 'Re1', 'c6', 'a3', 'Qc7']"
QAOsy7xq,white,resign,62,wonderworker,vic_mark,B12,"['e4', 'c6', 'Nf3', 'd5', 'e5', 'Bf5', 'd4', 'e6', 'Nc3', 'c5', 'Be3', 'Qb6', 'Be2', 'Qxb2', 'dxc5', 'Qxc3+', 'Bd2', 'Bxc2', 'Bxc3', 'Bxd1', 'Rxd1', 'Bxc5', 'O-O', 'Nc6', 'Bb5', 'Ne7', 'Nd4', 'O-O', 'h3', 'Nxe5', 'Nb3', 'Rac8', 'Bxe5', 'Bb6', 'Bd6', 'Bd8', 'Bd7', 'Rc2', 'a4', 'Rb2', 'Nc5', 'Rb6', 'Bxe7', 'Bxe7', 'a5', 'Rd6', 'Ba4', 'Rc8', 'Nxb7', 'Ra6', 'Rc1', 'Rb8', 'Rb1', 'd4', 'Rfd1', 'e5', 'Bb5', 'Rg6', 'Re1', 'Rxb7', 'Rxe5', 'Bf6']"
tvzMoa5S,white,mate,57,vroiflap,vic_mark,D00,"['d4', 'd5', 'Bf4', 'e6', 'e3', 'Nf6', 'c3', 'c5', 'Nd2', 'Nc6', 'Bd3', 'Be7', 'Ngf3', 'O-O', 'h3', 'Re8', 'O-O', 'c4', 'Bc2', 'Bd6', 'Ne5', 'Qc7', 'Ndf3', 'Ne4', 'Bh2', 'f6', 'Ng4', 'Bxh2+', 'Ngxh2', 'Bd7', 'Nd2', 'Ng5', 'Qh5', 'h6', 'Nhf3', 'Nxf3+', 'Nxf3', 'Ne7', 'Nh4', 'Rab8', 'Ng6', 'Nf5', 'g4', 'Nxe3', 'Bb1', 'Nxf1', 'Kxf1', 'b5', 'Nh4', 'Re7', 'Qg6', 'Be8', 'Qh7+', 'Kf8', 'Qh8+', 'Kf7', 'Bg6#']"
25AeRnsc,draw,draw,58,vic_mark,vares,B02,"['e4', 'Nf6', 'Nc3', 'c5', 'Bc4', 'e6', 'd3', 'Qa5', 'Bd2', 'Qb6', 'f4', 'd5', 'exd5', 'exd5', 'Nxd5', 'Nxd5', 'Bxd5', 'Qxb2', 'Nf3', 'Qf6', 'O-O', 'Bd6', 'Re1+', 'Be6', 'Ne5', 'Qe7', 'Nc4', 'O-O', 'f5', 'Qh4', 'fxe6', 'Bxh2+', 'Kf1', 'fxe6+', 'Bf3', 'Nc6', 'Qe2', 'Nd4', 'Qe4', 'Qxe4', 'Rxe4', 'Nxc2', 'Rc1', 'Nd4', 'Be3', 'Nxf3', 'gxf3', 'Rxf3+', 'Ke2', 'Raf8', 'Bxc5', 'Rg3', 'Rf1', 'Rg2+', 'Rf2', 'Rfxf2+', 'Bxf2', 'Bg3']"
7SPLBrM0,white,resign,17,vic_mark,addir69,C41,"['e4', 'e5', 'Nf3', 'd6', 'd4', 'Bg4', 'Be2', 'Nf6', 'dxe5', 'dxe5', 'Qxd8+', 'Kxd8', 'Nxe5', 'Rg8', 'Nxg4', 'Nxg4', 'Bxg4']"
M3pdLjNy,white,resign,37,vic_mark,vitebo,C41,"['e4', 'e5', 'Nf3', 'd6', 'd4', 'f6', 'Nc3', 'Nc6', 'Be3', 'Bg4', 'Be2', 'Bxf3', 'Bxf3', 'Qd7', 'O-O', 'O-O-O', 'Bg4', 'Nge7', 'Bxd7+', 'Rxd7', 'dxe5', 'dxe5', 'Qe2', 'Ng6', 'Rad1', 'Bd6', 'Nd5', 'Rhd8', 'c4', 'Nh4', 'Qg4', 'g5', 'a3', 'Ng6', 'b4', 'Bf8', 'Nxf6']"
4FTQZDxq,white,resign,81,vic_mark,borisow1970,C40,"['e4', 'e5', 'Nf3', 'Qf6', 'Bc4', 'h6', 'd3', 'Bc5', 'O-O', 'g5', 'h3', 'd6', 'Nc3', 'c6', 'Na4', 'Bb4', 'c3', 'Ba5', 'b4', 'Bc7', 'Be3', 'b5', 'Bb3', 'bxa4', 'Bxa4', 'g4', 'hxg4', 'Bxg4', 'd4', 'Nd7', 'dxe5', 'Nxe5', 'Bd4', 'Bxf3', 'Bxe5', 'Bxd1', 'Bxf6', 'Be2', 'Bxh8', 'Bb5', 'Bxb5', 'cxb5', 'Bd4', 'O-O-O', 'Rad1', 'a6', 'Rfe1', 'f6', 'f4', 'h5', 'e5', 'd5', 'exf6', 'Rf8', 'Re6', 'Bxf4', 'Rxa6', 'Kb7', 'Rb6+', 'Kc7', 'Rxb5', 'Nxf6', 'Bxf6', 'Rxf6', 'Rdxd5', 'Re6', 'Rdc5+', 'Rc6', 'Rxc6+', 'Kxc6', 'Rxh5', 'Bd2', 'Rc5+', 'Kb6', 'a4', 'Be3+', 'Kf1', 'Bxc5', 'bxc5+', 'Kxc5', 'g4']"
3Q5GjqzC,black,mate,72,borisow1970,vic_mark,B12,"['e4', 'c6', 'd4', 'd5', 'e5', 'Bf5', 'g4', 'Bg6', 'h4', 'h6', 'g5', 'hxg5', 'Bxg5', 'Qb6', 'Bc1', 'e6', 'Nf3', 'c5', 'c3', 'Nc6', 'Na3', 'cxd4', 'Bb5', 'dxc3', 'bxc3', 'Bxa3', 'Bxc6+', 'Qxc6', 'Qb3', 'Bxc1', 'Rxc1', 'Ne7', 'Nd4', 'Qc7', 'Nb5', 'Qxe5+', 'Kf1', 'Qf4', 'Qb2', 'Be4', 'Rh3', 'Qg4', 'Rg3', 'Qxh4', 'c4', 'Nf5', 'Rgc3', 'Qh1+', 'Ke2', 'Nd4+', 'Nxd4', 'Qh5+', 'f3', 'Qh2+', 'Ke3', 'Qxb2', 'R1c2', 'Bxc2', 'Rxc2', 'Qb6', 'Kd3', 'Rc8', 'a4', 'Rh4', 'Nb5', 'a6', 'Na3', 'Qd4+', 'Ke2', 'Rh2+', 'Kf1', 'Qd1#']"
CMkAXLNK,white,resign,19,vic_mark,jpuette,C53,"['e4', 'e5', 'Nf3', 'Nc6', 'Bc4', 'Nf6', 'd3', 'Bc5', 'c3', 'O-O', 'O-O', 'a6', 'a4', 'Na5', 'Ba2', 'c6', 'b4', 'Bxb4', 'cxb4']"
JaL3Tgb0,white,resign,46,vic_mark,hermionex,C53,"['e4', 'e5', 'Nf3', 'Nc6', 'Bc4', 'Nf6', 'd3', 'Bc5', 'c3', 'd5', 'exd5', 'Nxd5', 'Qe2', 'Nf4', 'Bxf4', 'Qe7', 'Nxe5', 'Nxe5', 'Bxe5', 'f6', 'd4', 'fxe5', 'dxc5', 'Be6', 'Nd2', 'O-O', 'O-O', 'Bf7', 'Rfe1', 'Qxc5', 'Bxf7+', 'Rxf7', 'Qxe5', 'Qxf2+', 'Kh1', 'Qxd2', 'Rad1', 'Qf2', 'Qe6', 'Kh8', 'Qc4', 'Raf8', 'a4', 'Qb6', 'Qxf7', 'Rg8']"
dCkOHehy,black,resign,7,niamor,vic_mark,B12,"['e4', 'c6', 'd4', 'd5', 'e5', 'Bf5', 'Qg4']"
y7DVNJY7,black,mate,74,drmsatya,vic_mark,B00,"['e4', 'c6', 'Bc4', 'd5', 'Be2', 'dxe4', 'Bf1', 'Bf5', 'f3', 'h6', 'fxe4', 'Bxe4', 'Qe2', 'Nf6', 'd3', 'Bg6', 'Qe3', 'Nbd7', 'Nf3', 'e6', 'Ne5', 'Nxe5', 'Qxe5', 'Be7', 'Nc3', 'O-O', 'Be3', 'Ng4', 'Qg3', 'Nxe3', 'Qxe3', 'Bg5', 'Qg3', 'Bh4', 'Rd1', 'Bxg3+', 'hxg3', 'Qd6', 'Rh4', 'Qxg3+', 'Ke2', 'Qxh4', 'Ne4', 'Bh5+', 'Ke3', 'Bxd1', 'Kd2', 'Bh5', 'g3', 'Qh2+', 'Be2', 'Qxe2+', 'Kc3', 'Qe1+', 'Nd2', 'Qxg3', 'b4', 'Qe5+', 'd4', 'Qe3+', 'Kc4', 'b5+', 'Kc5', 'Qc3+', 'Kd6', 'Qxd4+', 'Kxc6', 'Rac8+', 'Kxb5', 'Be2+', 'Nc4', 'Qxc4+', 'Ka5', 'Qb5#']"
aNxC8zDH,black,resign,28,vic_mark,qabaar,C01,"['e4', 'e6', 'd4', 'd5', 'exd5', 'exd5', 'Bd3', 'Nf6', 'Nf3', 'Bd6', 'Nc3', 'c6', 'O-O', 'O-O', 'Re1', 'Bg4', 'h3', 'Bh5', 'Be2', 'Nbd7', 'Ne5', 'Bxe2', 'Qxe2', 'Re8', 'Bf4', 'Qb6', 'Na4', 'Qxd4']"
FCl3twFf,white,outoftime,21,vic_mark,rezajanpoem,C40,"['e4', 'e5', 'Nf3', 'Bc5', 'Bc4', 'Nf6', 'd3', 'Bxf2+', 'Kxf2', 'Ng4+', 'Kf1', 'O-O', 'd4', 'exd4', 'Nxd4', 'd6', 'h3', 'Nf6', 'Nc3', 'c6', 'Kf2']"
Pn1QyDty,white,resign,21,luigisola57ls,vic_mark,B10,"['e4', 'c6', 'Nf3', 'd5', 'exd5', 'cxd5', 'Be2', 'Nf6', 'O-O', 'Bf5', 'd4', 'e6', 'Nh4', 'Nc6', 'Bb5', 'Qc7', 'Re1', 'a6', 'Bxc6+', 'Qxc6', 'Nxf5']"
6BQddLzl,black,resign,17,spaatz,vic_mark,D00,"['d4', 'd5', 'Nc3', 'e6', 'Nf3', 'Nf6', 'e4', 'dxe4', 'Nd2', 'Nc6', 'f3', 'exf3', 'Nxf3', 'Be7', 'Bg5', 'O-O', 'Bb5']"
WbRbNsat,black,resign,35,vic_mark,portek,B07,"['e4', 'd6', 'd4', 'c6', 'Nc3', 'b5', 'a3', 'a5', 'Be3', 'h6', 'Nf3', 'Nd7', 'Be2', 'e6', 'O-O', 'Be7', 'Qd2', 'Ngf6', 'h3', 'Nh7', 'Rfd1', 'O-O', 'Kh1', 'f5', 'exf5', 'Rxf5', 'Nh4', 'Bxh4', 'Bg4', 'Rf6', 'Ne4', 'Rg6', 'Nxd6', 'Ndf6', 'Bf3']"
KNOOLvct,black,resign,72,vic_mark,andreavcp,C53,"['e4', 'e5', 'Nf3', 'Nc6', 'Bc4', 'Nf6', 'd3', 'Bc5', 'c3', 'O-O', 'O-O', 'd6', 'h3', 'Be6', 'Bxe6', 'fxe6', 'Bg5', 'Qe8', 'Bxf6', 'Rxf6', 'd4', 'exd4', 'cxd4', 'Bb6', 'Nc3', 'Qh5', 'e5', 'Rxf3', 'Qxf3', 'Qxf3', 'gxf3', 'Nxd4', 'f4', 'dxe5', 'fxe5', 'Nf3+', 'Kh1', 'Nxe5', 'Rae1', 'Nd3', 'Rxe6', 'Rf8', 'Ne4', 'Nxb2', 'Re7', 'Rf7', 'Re8+', 'Rf8', 'Rxf8+', 'Kxf8', 'Rb1', 'Nd3', 'Kg2', 'c5', 'Rd1', 'c4', 'Kg3', 'Ke7', 'f4', 'h6', 'h4', 'Ke6', 'Kf3', 'Kd5', 'Nc3+', 'Kd4', 'Ne4', 'c3', 'Nxc3', 'Kxc3', 'Ke4', 'Nf2+']"
vOmuaME9,white,resign,9,vic_mark,alameldine,B01,"['e4', 'd5', 'exd5', 'Qxd5', 'Nc3', 'Qd8', 'd4', 'Nc6', 'Nf3']"
8VCLmFoa,black,mate,76,alameldine,vic_mark,B10,"['e4', 'c6', 'c3', 'd5', 'Bd3', 'dxe4', 'Bc2', 'Nf6', 'd4', 'Bf5', 'Ne2', 'e6', 'Bf4', 'Be7', 'Nd2', 'O-O', 'h3', 'c5', 'g4', 'Bg6', 'h4', 'h6', 'g5', 'Ng4', 'gxh6', 'Nxh6', 'Bxh6', 'gxh6', 'h5', 'Bh7', 'Ng3', 'cxd4', 'Rg1', 'Kh8', 'Qe2', 'd3', 'Bxd3', 'exd3', 'Qe5+', 'Bf6', 'Qe3', 'Nd7', 'Nge4', 'Be7', 'O-O-O', 'Qa5', 'Qxh6', 'Rg8', 'Rge1', 'Rac8', 'Nb1', 'Bg5+', 'Nxg5', 'Rxg5', 'Rxd3', 'Qxa2', 'Rxd7', 'Qxb1+', 'Kd2', 'Qc2+', 'Ke3', 'Re5+', 'Kf3', 'Rf5+', 'Kg4', 'Rc4+', 'Rd4', 'Rxd4+', 'cxd4', 'Qxf2', 'Qf8+', 'Bg8', 'Qd6', 'Qf3+', 'Kh4', 'Rxh5#']"
XR51IIgD,white,resign,25,harmsi3683,vic_mark,B12,"['e4', 'c6', 'd4', 'd5', 'e5', 'Bf5', 'c3', 'e6', 'g4', 'Bg6', 'Bd3', 'Bxd3', 'Qxd3', 'c5', 'Qb5+', 'Nc6', 'Qxb7', 'Nge7', 'dxc5', 'Nxe5', 'Qb5+', 'N7c6', 'Bf4', 'Bxc5', 'Bxe5']"
xhwZTmXq,black,mate,32,maanit98,vic_mark,A00,"['h3', 'e5', 'f3', 'd5', 'a3', 'Nf6', 'h4', 'h6', 'Rh3', 'Bxh3', 'gxh3', 'Bd6', 'Bg2', 'O-O', 'h5', 'Nxh5', 'f4', 'Nxf4', 'Bf3', 'Qh4+', 'Kf1', 'e4', 'Bh1', 'Nxh3', 'Nxh3', 'Qxh3+', 'Kf2', 'Bg3+', 'Kg1', 'Qh2+', 'Kf1', 'Qf2#']"
RVqzxG0F,white,outoftime,67,vic_mark,siux,C55,"['e4', 'e5', 'Nf3', 'Nc6', 'Bc4', 'Nf6', 'd3', 'h6', 'O-O', 'Bc5', 'c3', 'O-O', 'd4', 'exd4', 'cxd4', 'Be7', 'Nbd2', 'd6', 'h3', 'a6', 'a4', 'Na5', 'Ba2', 'Bd7', 'Re1', 'Nh7', 'Nc4', 'b6', 'Bd2', 'Nxc4', 'Bxc4', 'Qe8', 'Bc3', 'Bf6', 'e5', 'dxe5', 'Nxe5', 'Bxe5', 'Rxe5', 'Be6', 'Bb4', 'c5', 'dxc5', 'Qb8', 'Qe2', 'Bxc4', 'Qxc4', 'Qxe5', 'Re1', 'Qxb2', 'cxb6', 'Rac8', 'Qe4', 'Rfe8', 'Qxe8+', 'Rxe8', 'Rxe8+', 'Nf8', 'Rxf8+', 'Kh7', 'b7', 'Qxb4', 'b8=Q', 'Qxb8', 'Rxb8', 'Kg6', 'Rb6+']"
BoObCHOz,white,mate,31,sashmunel,vic_mark,B11,"['e4', 'c6', 'Nc3', 'd5', 'exd5', 'cxd5', 'd4', 'Nf6', 'Bd3', 'Nc6', 'Nf3', 'e6', 'O-O', 'Bd6', 'Qe2', 'O-O', 'Bg5', 'Be7', 'Rad1', 'a6', 'Qe3', 'h6', 'Bxh6', 'gxh6', 'Qxh6', 'Nb4', 'Ng5', 'Re8', 'Bh7+', 'Kh8', 'Nxf7#']"
6bvBvO7M,white,mate,57,sorin_256,mathmagician,C05,"['e4', 'e6', 'd4', 'd5', 'Nd2', 'Nf6', 'e5', 'Nfd7', 'Bd3', 'c5', 'c3', 'Nc6', 'Ne2', 'c4', 'Bc2', 'Qg5', 'Nf3', 'Qxg2', 'Ng3', 'Qh3', 'Ng5', 'Qh4', 'Qf3', 'f6', 'Nxe6', 'Ke7', 'Nf5+', 'Kxe6', 'Nxh4', 'fxe5', 'Qf5+', 'Ke7', 'Bg5+', 'Nf6', 'dxe5', 'Bxf5', 'Nxf5+', 'Ke6', 'exf6', 'gxf6', 'Bf4', 'Rg8', 'Ke2', 'Bc5', 'Rad1', 'Rad8', 'Nh6', 'Rge8', 'Bf5+', 'Ke7', 'Kf3', 'd4', 'Rhg1', 'dxc3', 'Rg7+', 'Kf8', 'Rf7#']"
